1,-1.9634990e-03,-4.8851980e-03
2,-1.9634990e-03,-4.6409380e-03
3,-1.9634990e-03,-3.7860280e-03
4,-1.9634990e-03,-4.0302880e-03
5,-1.9634990e-03,-3.9081580e-03
6,-1.9634990e-03,-1.9540790e-03
7,-1.9634990e-03,-4.6409380e-03
8,-1.9634990e-03,-2.8089890e-03
9,-1.9634990e-03,-5.0073280e-03
10,-1.9634990e-03,-3.6638980e-03
11,-1.9634990e-03,-2.1983390e-03
12,-1.9634990e-03,-4.3966780e-03
13,-1.4726260e-03,-2.9311190e-03
14,-9.8175180e-04,-3.0532490e-03
15,-9.8175180e-04,-2.9311190e-03
16,-4.9087800e-04,-5.1294580e-03
17,-4.1003990e-09,-3.6638980e-03
18,4.9086970e-04,-4.8851980e-03
19,9.8174360e-04,-4.2745480e-03
20,1.4726170e-03,-4.2745480e-03
21,1.9634910e-03,-5.0073280e-03
22,2.4543650e-03,-2.6868590e-03
23,2.9452390e-03,-2.1983390e-03
24,3.4361130e-03,-4.5188080e-03
25,3.4361130e-03,-1.9540790e-03
26,3.9269870e-03,-3.4196390e-03
27,3.9269870e-03,-2.0762090e-03
28,3.9269870e-03,-2.4425990e-04
29,3.4361130e-03,-1.2212990e-04
30,2.4543650e-03,1.2212990e-03
31,9.8174380e-04,4.1524180e-03
32,-4.9087780e-04,5.4958480e-03
33,-1.9634990e-03,6.1064970e-03
34,-3.9269950e-03,9.0376160e-03
35,-5.3996160e-03,9.1597460e-03
36,-6.3813640e-03,1.2457250e-02
37,-7.3631120e-03,1.5632630e-02
38,-8.8357330e-03,1.6243280e-02
39,-9.3266070e-03,1.6121150e-02
40,-9.8174810e-03,1.9662920e-02
41,-1.0308360e-02,1.7220320e-02
42,-1.0799230e-02,1.7220320e-02
43,-1.1290100e-02,1.7220320e-02
44,-1.1290100e-02,1.7586710e-02
45,-1.1290100e-02,1.4167070e-02
46,-1.0799230e-02,1.2579380e-02
47,-8.8357340e-03,9.7703950e-03
48,-7.3631120e-03,7.9384460e-03
49,-5.3996170e-03,2.9311190e-03
50,-3.4361210e-03,-9.7703960e-04
51,-1.9635000e-03,-4.6409380e-03
52,-4.5272310e-09,-7.6941870e-03
53,1.4726170e-03,-1.2212990e-02
54,2.9452380e-03,-1.6487540e-02
55,4.4178600e-03,-2.1983390e-02
56,5.3996080e-03,-2.5647290e-02
57,6.3813550e-03,-2.8212020e-02
58,6.8722290e-03,-3.1875920e-02
59,7.8539770e-03,-3.4562770e-02
60,8.3448510e-03,-3.8959450e-02
61,8.8357250e-03,-3.9936490e-02
62,8.8357250e-03,-4.1646310e-02
63,9.3266000e-03,-4.4699560e-02
64,9.3266000e-03,-4.5310210e-02
65,9.8174740e-03,-4.5798730e-02
66,9.3266000e-03,-4.5920860e-02
67,8.8357250e-03,-4.5920860e-02
68,7.8539770e-03,-4.5188080e-02
69,6.3813560e-03,-4.1890570e-02
70,5.3996080e-03,-3.9814360e-02
71,3.9269860e-03,-3.7616020e-02
72,2.4543650e-03,-3.4929160e-02
73,1.4726170e-03,-3.3463600e-02
74,-4.9087820e-04,-3.0043970e-02
75,-2.4543740e-03,-2.6257940e-02
76,-4.9087430e-03,-2.4914510e-02
77,-6.3813650e-03,-2.1250610e-02
78,-8.3448600e-03,-1.7342450e-02
