1,0.005885,0.033315
2,0.0060811,0.040618
3,0.0065579,0.028894
4,0.0063852,0.0050221
5,0.0060795,-0.019266
6,0.005777,-0.032802
7,0.0061323,-0.030359
8,0.0063377,-0.013928
9,0.0058974,0.0082267
10,0.0058479,0.025247
11,0.0062008,0.029706
12,0.0065767,0.02043
13,0.0062322,0.002839
14,0.0059804,-0.014578
15,0.0064404,-0.023999
16,0.0065141,-0.021436
17,0.0061742,-0.0087118
18,0.0057709,0.0075104
19,0.0060315,0.019348
20,0.0063865,0.021729
21,0.0059578,0.014313
22,0.0058051,0.00099414
23,0.0061264,-0.011805
24,0.0065381,-0.018108
25,0.0063498,-0.015259
26,0.0059649,-0.0052157
27,0.0063524,0.0067855
28,0.0065692,0.015188
29,0.0062784,0.016537
30,0.0058461,0.010546
31,0.0059401,0.0002321
32,0.0063762,-0.0093271
33,0.0060528,-0.013654
34,0.0057838,-0.011152
35,0.0060399,-0.0035499
36,0.0064909,0.0053153
37,0.0064654,0.011533
38,0.0059635,0.012463
39,0.0062271,0.0078332
40,0.0065579,0.0001851
41,0.0063248,-0.0066015
42,0.0058841,-0.0095556
43,0.0058272,-0.0077678
44,0.0063334,-0.0024146
45,0.0061744,0.004025
46,0.005787,0.0085139
47,0.0059599,0.009039
48,0.0063975,0.005627
49,0.0065328,0.00027825
50,0.0060338,-0.0043156
51,0.0061186,-0.0063294
52,0.006548,-0.0050244
53,0.0064209,-0.0010453
54,0.0059943,0.0036378
55,0.0057923,0.0065867
56,0.0062644,0.0064445
57,0.0062666,0.0036789
58,0.0058238,-0.00024579
59,0.0059008,-0.0036203
60,0.0062977,-0.0049801
61,0.0065575,-0.0036281
62,0.0061313,-0.00024127
63,0.0060491,0.0032878
64,0.006498,0.0053571
65,0.0064686,0.0052793
66,0.0060965,0.0032107
67,0.005746,0.00016273
68,0.0061304,-0.0026632
69,0.0063434,-0.0038878
70,0.0058662,-0.0029368
71,0.0058315,-0.00054844
72,0.0062056,0.0020426
73,0.0065546,0.0038304
74,0.0062342,0.0042092
75,0.0059723,0.0030136
76,0.0064155,0.00079299
77,0.0065059,-0.0012886
78,0.0061692,-0.0022278
79,0.0057641,-0.0017911
80,0.0060132,-0.00043721
81,0.006385,0.0013049
82,0.0059622,0.0026494
83,0.005791,0.0029684
84,0.0061164,0.0021212
85,0.0065586,0.00060022
86,0.0070515,-0.00054869
87,0.011465,-0.00055168
88,0.026606,0.0029739
89,0.043182,0.014907
90,0.036306,0.035653
91,0.012014,0.052086
92,-0.0022944,0.046784
93,-0.0099516,0.016756
94,-0.012077,-0.026016
95,-0.01164,-0.061855
96,-0.025119,-0.075136
97,-0.036359,-0.066489
98,-0.026081,-0.045837
99,0.003787,-0.019087
100,0.034487,0.014015
101,0.037027,0.050634
102,0.026465,0.075328
103,0.034845,0.073877
104,0.038343,0.051427
105,0.014345,0.020544
106,-0.0090504,-0.013704
107,-0.012234,-0.0453
108,-0.011081,-0.061905
109,-0.022194,-0.056889
110,-0.033243,-0.038675
111,-0.012769,-0.020359
112,0.027237,-0.001333
113,0.032169,0.025677
114,0.0035444,0.049897
115,-0.0098947,0.04924
116,0.0015897,0.01977
117,0.02063,-0.018407
118,0.022575,-0.039229
119,-0.0062264,-0.034078
120,-0.014952,-0.018208
121,0.027434,-0.002079
122,0.037436,0.022787
123,-0.021856,0.047063
124,-0.040839,0.036915
